"","SKST006_6_G102964","SKST006_7_G102965","SKST006_4_G102962","SKST006_5_G102963","SKST006_2_G102960","SKST006_3_G102961","SKST006_1_G102959","SKST006_9_G103014","SKST027_3_G102945","SKST027_4_G102958","SKST027_6_G102955","SKST027_9_G102947","SKST027_11_G102996","SKST027_12_G103011","SKST027_1_G102984","SKST027_2_G102985","SKST032_1_G102943","SKST032_2_G102946","SKST014_3_G102978","SKST014_2_G102977","SKST014_5_G102980","SKST014_4_G102979","SKST014_7_G102940","SKST014_6_G102951","SKST014_1_G102976","SKST032_4_G103008","SKST032_3_G102989","SKST032_5_G103024","SKST027_10_G102936","SKST025_9_G103021","SKST025_2_G102986","SKST025_1_G102983","SKST025_6_G103010","SKST025_5_G103006","SKST025_4_G102939","SKST025_3_G102942","p8883_mo6","p8646_mo8","p8646_mo9","p8646_mo6","p8646_mo7","p8649_mo11","p8649_mo12","p8649_mo1","p8649_mo10","p8649_mo2","p8649_mo3","p8582_mo5","p8582_mo7","p8582_mo6","p8646_mo3","p8646_mo2","p8646_mo12","p8646_mo11","p8646_mo10","p8646_mo1","p8600_mo9","p8600_mo8","p8646_mo5","p8646_mo4","p8808_mo7","p8808_mo6","p8808_mo9","p8808_mo8","p8808_mo12","p8808_mo11","p8883_mo2","p8808_mo4","p8816_mo10","p8816_mo1","p8883_mo3","p8600_mo1","p8600_mo10","p8600_mo11","p8600_mo12","p8600_mo2","p8600_mo3","p8600_mo4","p8600_mo5","p8600_mo6","p8600_mo7","p8775_mo7","p8775_mo8","p8775_mo5","p8775_mo6","p8775_mo3","p8775_mo4","p8775_mo12","p8775_mo2","p8775_mo9","p8808_mo10","p8816_mo8","p8816_mo9","p8816_mo4","p8816_mo5","p8816_mo6","p8816_mo7","p8816_mo11","p8816_mo12","p8816_mo2","p8816_mo3","p8585_mo9","p8585_mo8","p8585_mo4","p8585_mo3","p8585_mo7","p8585_mo6","p8582_mo9","p8582_mo8","p8585_mo2","p8585_mo1","p8883_mo12","p8883_mo11","p8855_mo3","p8855_mo12","p8855_mo11","p8855_mo10","p8883_mo10","p8855_mo9","p8855_mo8","p8855_mo4","p8808_mo5","p8883_mo9","p9061_mo1","p8883_mo7","p8883_mo8","p8883_mo4","p8582_mo11","p8582_mo10","p8582_mo1","p9061_mo2","p9061_mo3","p8775_mo11","p8775_mo10","p8748_mo6","p8748_mo5","p8748_mo4","p8748_mo12","p8775_mo1","p8748_mo9","p8748_mo8","p8748_mo7","p9193_mo1","p9061_mo8","p9193_mo4","p9193_mo2","p9061_mo5","p9061_mo4","p9061_mo7","p9061_mo6","p9193_mo6","p9193_mo5","p8712_mo6","p8712_mo7","p8712_mo8","p8712_mo9","p8712_mo2","p8712_mo3","p8712_mo4","p8712_mo5","p8748_mo10","p8748_mo11","p9193_mo7","p9216_mo1","p9216_mo2","p9216_mo3","p9216_mo4","p9216_mo5","p9216_mo6","p9216_mo7","p9216_mo8","p8649_mo5","p8649_mo4","p8649_mo7","p8649_mo6","p8649_mo9","p8649_mo8","p8712_mo10","p8712_mo1","p8712_mo12","p8712_mo11","p8582_mo4","p8582_mo3","p8582_mo2","p8582_mo12"
"Anaerotruncus colihominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52357,0,0,0,0,0.50575,0,0,0.02523,0.34598,0.07534,0,0,0,0,0,0,0,0,0.02304,0.01349,0.03778,0.36122,0.02966,0,0,0,0,0.00932,0.0141,0,0,0,0.16855,0.06072,0.33966,0.18628,0.20882,0.0604,0.48547,0.36449,0.32478,0.03793,0,0,0,0.01186,0,0,0.00229,0,0,0.0065,0.00606,0.27278,0.38288,0.2448,0.13655,0.04038,0.18279,0.15312,0.1655,0.15649,0.28099,0.01279,0.0052,0.00708,0.0111,0.03933,0.01688,0,0.05737,0,0,0.00133,0,0,0,0,0,0,0,0,0.00606,0.00302,0,0,0,0.00874,0.02813,0,0,0,0,0,0.02621,0,0,0,0,0,0,0,0,0,0,0,0.0188,0,0,0.00116,0.00625,0,0,0,0,0,0,0,0.0023,0.00062,0.02878,0,0,0.00831,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04597,0.00308,0.02013,0.02357,0.03933,0,0.01498,0.01661,0.01862,0,0.0805,0.00655,0.04232,0,0,0,0,0,0
"Harryflintia acetispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02172,0,0.00575,0,0,0.00388,0.00312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01042,0,0,0,0,0,0,0,0,0,0,0,0.02445,0.00122,0.00502,0.02424,0.04627,0.04316,0,0.02584,0,0,0,0,0,0,0,0,0,0,0,0,0.00409,0,0,0,0,0,0,0.00537,0,0,0,0.00243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0.00523,0,0,0,0,0,0,0,0,0,0.03258,0,0,0,0.0048,0,0.00732,0,0,0,0,0,0,0.02736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04086,0,0.0369,0.03326,0,0,0,0,0,0,0,0
"Hungatella hathewayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40517,0,0,0.00445,0,2.3052,0,0,0.00056,0.04427,0,0,0,0,0.01321,0,0,0,0,0.00086,0.00535,0.02265,0.06807,0.00384,0.8661,0.00546,0.21925,0.12299,0.20626,0.06228,0,0,0,0.02071,0.00122,0.02195,0.00615,0.00301,0.01803,0.05235,0.03312,0.06891,0.03293,0.01129,0.05795,0,0.03417,0.03834,0.00286,0.00019,0,0,0,0.04811,0.50087,0.06573,0.0317,0.04252,0.26281,0.00425,0.25921,0.53054,0.27524,0.08677,0,0,0,0,0,0,0,0.01069,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0.00817,0.0076,0,0,0,0,0,0.0063,3.53919,0.01991,0.4453,0.33014,0,0.62843,0.11309,2.58173,0,0,0,0,0,0,0.0031,0.00453,0,0,0,0,0,0,0,0,0,0.17356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0.01388,0.0264,0.00341,0,0,0,0,0,0,0,0,0,0.00073,0.03642,0.02523,0.02769,0.0876,0.18464,0,0.15096,0.0417,0.07105,0.00197,0.29045,0.02068,0.02206,0.0153,0.01064,0,0,0,0
"Christensenella hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01943,0.01574,0,0.00326,0,0,0,0,0,0,0,0,0,0,0,0,0.00753,0.03431,0.09034,0.00768,0.22678,0.05413,0.1924,0.19107,0.0478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01024,0.00639,0.00946,0,0,0,0,0
"Bifidobacterium longum",0,1.02711,0,0,0,0,0,16.31784,0,0.11514,0,0.0108,8.13316,7.08405,0,0.4662,1.44436,0.92289,0,0.52067,0,0,0,0,0,0.21119,1.0792,0.13491,0,0.01903,17.12713,2.7334,36.75821,0.33977,31.00159,30.64766,0,1.23421,7.20028,0.03578,1.94158,0,3.08061,0.27474,0.43787,2.84442,2.27591,0,0,0,1.62672,0,2.9465,4.14343,1.89058,0,0.00255,0.00205,3.12096,10.42521,0.01101,0,0,0.05152,0.03614,0.02983,0.0103,0.00882,0,0.00141,0,0,0,2.43028,6.11711,0,0,0,0,0.51975,0.00031,0.36269,1.89156,0.52368,0.61961,0.70146,0.53875,0.96598,0.7717,0.05996,0,0,0,0,0.00029,0,0,0,0.0063,0.00549,0,0.99641,3.50115,4.45599,5.17708,1.93534,0.85491,0,0.001,1.96437,15.46474,0,0,9.85442,0.00817,0.03096,0,0,0.01646,5.7338,4.08501,0.08604,0,0.00169,0,0.17074,0,0.00132,0.00329,0,0,0,0.96033,4.44876,10.99314,13.58092,4.2216,11.27943,2.03516,2.09574,3.04824,9.69337,0.41431,0,0.83723,1.59516,0,0,0,0,1.41652,0.82416,30.01289,3.90458,10.946,17.30091,3.68346,15.96458,3.17468,19.58651,5.05485,4.95296,0.0907,0.16903,0,1.76392,0.01852,0,0.00698,0.00498,0.00166,0,4.34529,1.96527,1.97986,1.32165,5.72321,12.23969,9.1084,7.71098,3.19268,0,0,0,0
"Parabacteroides merdae",0,0,0,0,0,0,0,0,3.02685,0.20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84407,4.26218,8.49188,0,5.01182,0.03242,0.43678,0,0,0,0.00207,0.00158,1.04126,3.48379,0.62341,4.68453,2.15245,4.45083,0,0,0,0,0,0,0,0,0,8e-04,0.00182,0.00099,0.6114,0,0,0,0,0,0,0,0,0.35725,0.48874,0,0,0,0,0,0,0,0,0,0.01227,0,2.31,1.83678,1.78879,2.03502,3.01074,2.85693,1.64285,3.34937,2.13105,0,1.39238,1.37147,0.5131,1.02236,0.32853,0.34584,1.10265,1.66139,0.04857,0.69115,2.60787,1.81839,0.14214,0.12565,1.47374,1.98685,0,0,0.45583,0.27291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.00286,0,0,0,0.80291,1.51347,0.28824,0.28819,0.52167,0.56592,1.88473,0.99602,1.47327,0.84227,0.22908,0,0.84047,0.53906,0,0,0,0,0.57808,0.82619,3.39836,2.14274,2.58198,0,0.90739,1.35246,1.83086,3.91501,0.68386,1.02425,0.87331,3.83625,0,6.42614,2.85005,2.10838,0.8373,1.49626,0.85608,0,5.57612,3.26759,6.66028,4.03527,3.59466,0,0.61533,0,0,0,0,0,0
"Pseudoflavonifractor capillosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482,0.00243,0,0.00785,0.00259,0,0.01176,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383,0.00275,0,0,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0.00822,0,0,0,0,0,0,0.03735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter sp. CAG:241",0,0,0,0,0,0,0,0,0.85692,0.62824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72913,1.5625,0,0,0,0,0,0,0,0,0,0,0,1.3188,1.89904,0.86158,1.60501,3.00622,0.4896,1.35917,0.69815,2.18357,0,0.59678,1.116,0.42278,0.3987,2.13711,2.07274,1.6031,0.28941,0.23999,0.47198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239,0.00259,0,0,0,0.65824,1.02758,0,0,0,0,3.812,0,0,0,0.08168,0,0.37987,0.00773,0,0,0,0,0.65207,0.44228,0,0,0,0,0,0,0,0,0,0,0.09567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus bromii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86218,0,0,0.11314,0.25317,0.05964,0,0,0,0,0,0,0,0,0,0,0,0.00137,0.00125,0,0,0.00253,3.18127,0,0.00038,0,0,0,0,0,0.01662,0,0,0,10.97838,11.06762,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56277,0,0,0,0,0,0,0,11.66711,3.3607,3.18594,3.29418,3.09683,2.89738,4.00846,2.06303,1.36767,1.2552,0,0,0,0,0,0,0,0,0,0.00297,0,2.60368,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79056,0,0,0,0.00092,0.00226,0,1.35659,2.45323,1.58305,3.75794,0,0,0,0,0.00103,0,0,0,8.92782,1.35044,4.23513,1.3883,3.5692,1.65098,8.31021,1.5451,7.07534,6.00001,0,0,0,0,0.00265,0.00021,0.00295,0,0,0,3.22077,0,0,0,0,0,8.68668,4.34741,1.17714,0,0,0.00057,0.00069,3.09512,0.05336,0,0,0,0,0,0,0,0
"Dielma fastidiosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0,0.00613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31833,0.01982,0.19719,0.0227,0.03456,0.03831,0,0,0,0,0,0,0,0,0,0.01356,0.01269,0,0.01324,0,0,0,0,0,0,0,0,0,0,0,0,0.01579,0.00116,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05155,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0.00152,0.04028,0.01538,0,0,0,0,0,0,0,0,0,0,0.00025,0.00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03335,0.00807,0.03282,0,0,0,0,0.01461,0,0.06864,0.02617,0.00717,0.00289,0.00812,0.00118,0,0.11583,0.0147,0.02544,0.00558,0.09867,0,0.01793,0,0,0,0,0,0
"Collinsella intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02331,0.01184,0.02242,0.03589,0.02498,0,0.00171,0.00597,0,0,0,0,0,0,0.00028,0.00027,0.00049,0,0,0,0,0,0,0,0,0,0.00042,0.00394,0,0,0,0.00065,0,0,0,0,0,0,0,0.0052,0.00636,0.00893,0.00709,0.00083,0.00459,0,0.0036,0,0,0,0,0.00131,0.00576,0.00719,0.00542,0,0.00119,0.00205,0.00167,0.07139,0.47652,1.75818,0.0793,0.64664,0.75884,0,0.00486,0.74596,0,0,0,0,0.02089,0.00929,0,0,0,0,0,0,0,0.00309,0,0,0,0.00249,0.00216,0,0,0,0,0.00122,0.00203,0.00757,0.0032,0.00258,0.0091,0,0.01647,0.00819,0,0.00295,0,0,0,0.00187,0.00522,0,0,0,0.01658,0.00436,0.00392,0.00481,6e-04,0.00031,0.22575,0.00086,0.00235,0,0,0,0,0,0,0,0,0,0,0,0.01931,0.03388,0.01351,0.04366,0.02429,0.00233,0,0.00171,0,0,0,0.00634,0.00598
"Bacteroides stercoris",0.00919,0,0.10639,0,0,0,0.08247,0,5.58936,14.25858,0,0.13423,0.19663,0,1.31812,20.95535,0,0,0.00684,0,0,0,0.05722,0,0,0,0,0,0,50.57644,7.18749,27.24813,0.20782,47.07426,0.1883,1.74777,0,0,0,0.00466,0.00466,0.55117,3.97919,3.85539,4.33123,5.96904,2.29487,0,0,0,0,0,0,0,0,0,0.00391,0.00113,0.00257,0,0,0,0,0.00048,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,12.92682,5.44046,6.25772,9.57878,8.7618,6.90873,6.46727,10.99913,7.56464,0,0,0,0.00252,0,0,0,0,0,0.00353,0,4.29237,0.47302,0.18439,0,1.68815,3.26203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0.00204,0,0,0,4.48912,2.48745,2.88763,2.37026,7.44316,4.63215,21.31269,7.10509,6.84243,12.76603,0.73996,0,1.84726,14.14728,0,0,0,0,1.00321,6.90328,0,0,0,0,0.00046,0.00079,0.00283,0,6.57611,3.12902,9.98221,0,0,0,0.00944,0.0035,0,0,0,0,4.2358,25.62748,7.39003,7.02749,9.21642,0,0,0,0,0,0,0,0
"Schaalia odontolytica",0.01212,0,0.54837,0,53.01572,0,0,0,0.02337,0,0,2.58108,0,0,0,0,0,0,0,0.15454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313,0.01166,0.0025,0.00333,0,0,0.00239,0,0.00119,0,0,0,0,0,0,0,0,0,0,0.00154,0,0.07102,0,0.00166,0,0,0,0,0.00207,0,0,0,0.00041,0,0,0,0,0,0,0.00676,0,0,0,0.00314,0,0,0.03755,0.03669,0,0.00735,0,0.00611,0,0,0,0,0.02958,0.0074,0,0,0,0,0.02112,0.02549,0,0.00847,0.03371,0.02596,0.00682,0.01572,0,0,0.01981,0.02261,0,0,0.0152,0.01335,0.0155,0,0,0.04902,0,0,0,0,0,0,0,0,0.00248,0.00192,0,0,0,0,0.0741,0,0,0,0,0.00629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0.0057,0.00302,0.00232,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0.02309,0.00029,0.00219,0.00036,0,0.00319,0,0,0,0,0,0,0.00115,0
"Enorma massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958,0.00374,0.00458,0.00833,0.00624,0,0,0,0,0,0,0,0,0,0.00135,0.00074,0.00062,0,0,0,0,0,0,0,0,0,0,0.00093,0,0,0.00045,0,0,0,0,0,0,0,0.00165,0,0.00098,0.00609,0.00124,0.00198,0.00394,0.00079,0.00091,0,0,6e-04,0,0.00198,0.00151,0.00172,0.00061,0,0,0.00144,0,0.00771,0.01105,0.00772,0,0.00963,0.00647,0,0.0018,0,0,0,0,0,0.00409,0.00251,0,0,0,0,0,0,0,0,0,0,0,0.00253,0.00166,0,0,0,0,0.00274,0.00165,0.00374,0,0,0.00485,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0.01058,0.00651,0.00851,0.00671,0,0,0.00429,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0.00842,0.00654,0.00621,0.01959,0.00823,0.00131,0,0.00145,0,0,0,0,0
"Dorea sp. CAG:317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01736,0,0,0.10543,0.63551,0.47276,3.49451,0.83143,6.30658,3.14658,0.54089,0,0,0,0,0,0,0,0,0,0,0.0074,0.00575,0.26662,0,0,0,0,0,0,0.22283,0.31147,0,0.19986,0,0,0,0.01452,1.37681,0,0.65082,0,0,0.0281,0.32122,0,0.18322,0.78084,0.48744,0,4.92382,0,0.91374,3.26319,0.31097,0.01225,0,0,0.01035,0.00461,0.04964,0.0021,0.00089,0.01772,0,0.00046,0.00097,0.00909,0,0.00781,0.00831,0,0.00077,0.00756,0,0.00942,0,0,0,0.01795,0.0115,0,0.06627,0,0,0.3714,0.09798,0,0.23214,0.79289,1.04508,1.74598,2.2845,0.74005,0,0,0.47891,0,0.72222,1.41687,0.72914,0,0.00111,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0.0088,0,0.12284,0.27864,0,0,0,0,0.27175,0.17119,0,0,0,0.00113,0,0,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0.22743,0.00172,0,0,0.0099,0,0.02106
"Bacteroides galacturonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05528,0,0.06303,0.04797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903,0,0,0,0,0,0,0,0,0,0.20577,0,0,0.0041,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05225,0.0088,0.09118,0,0.00664,0,0,0,0,0,0,0,0
"Romboutsia ilealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329,0.01148,0.00651,0.01724,0,0.00123,0,0,0,0,0.0062,0,0,0.00093,0.00448,0.00705,0,0.00114,0,0.00358,0.00152,0.00391,0.05131,0.0081,0,0.01145,0,0,0.00554,0.01211,0.00948,0,0,0,0,0,0,0.00138,0.01544,0.00315,0.02697,0,0,0.01697,0,0.01152,0,0.00508,0.00063,0.00451,0,0.00247,0,0,0,0,0,0,0,0,0,0,0,0,0.00609,0.01128,0.01924,0,0.02189,0,0,0.00094,0,0.00294,0,0,0.00262,0.00197,0,0,0,0.00186,0,0,0.04499,0,0,0,0,0,0,0.00092,0,0,0,0,0.0161,0,0.04947,0,0,0.00851,0,0,0,0.00453,0,0,0,0,0,0,0,0,0.00051,0.01792,0.00674,0.00384,0.00363,0.00643,0,0.00711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352,0.00049,0.00552,0.08737,0,0,0,0,0,0
"Blautia producta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85439,0.12539,0,0,0.23338,1.6129,0.08587,0.04898,0.2869,0.0063,0.03939,0,0,0,0,0,0,0,0,0,0,0,0.03492,0.0088,0.1065,0,0.15374,0.20181,0.00113,0.128,0.34778,0.78459,0.03976,0.09012,0.44912,0,0.08494,0.89094,0.06343,0.00148,0.13348,0.08125,0.05167,0.27532,0.34507,0.22755,0.53925,0.12356,0.29831,0.25283,0.45752,0,0,0,0,0,0,0,0,0,0,0.01015,0.01132,0.01489,0.01591,0.00959,0.02313,0,0.01023,0.02878,0.01329,0,0.01317,0.11588,0.01704,0.0498,0.01999,0,0.01535,0.06175,0.90449,0,0.05235,0,0.42939,0.74428,1.07406,0.01081,3.11133,0.36776,0,0.2104,0.00671,0,0.01443,0.02186,0.00701,0.00179,0.00058,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0.05157,0,0,0,0,0,0,0.63998,0.21557,0.11055,0.08283,0.07987,0.06467,0.07646,0.81669,0,0,0,0.08384,0,0.07368,1.00853,0.83961,0.50039,0.24171,0.10419,0,0,0,0,0,0,0.16886,0.18519,0.07347,0.04995,0,0.01043,0,0
"Bifidobacterium adolescentis",0,0.9445,0,0,0,0,0,2.73163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66707,0,0,0.00131,0,0.01189,0.15639,0.00133,0.37528,16.54906,1.2023,0,0,0,0,0,0,0,0,0,0.00029,0,0.00216,1.29645,0.03831,0,0.02639,0,0,0,2.83224,0,0,0.00132,1.47974,0,0,0,0,0,0,0,0,0.07805,0,0.29939,4.46164,0,0,0,0,0.89128,0,0.03442,0.29683,0,0,0,0,0,0,0,0,0,0,0.96997,0.84212,1.33941,10.08625,1.01862,0.14495,0,0,1.79622,10.08813,0,0.06065,0,0,0,0,0.17785,0,0,0,0.00393,0.31105,0,0.07332,0.41986,6.88109,0.00023,0.00052,0,0.08949,0,0.42717,1.89992,0,0.01315,0,0,0.00133,0,0,0,0.20285,0,0.74378,0.17873,0,0,0,0,0.75303,3.03741,0,0,0,0,4.12449,0.34286,1.18524,0,0,0,0.28786,0.40831,0,0.59343,0,0,0.00057,0,0,0,0.11587,0.27183,1.74174,12.22682,0.23969,0,1.14505,0,0,0,0,0,0
"Coprococcus comes",0,0,0,0,0,0,0,0,0,0,0,0.00318,0,0,0,0,0,0,0,0,0,0,5.93228,1.42847,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34155,6.24482,1.10434,1.43215,0,0.83788,1.34676,1.32311,1.52513,1.25167,0,0,0,3.58702,5.11427,2.99085,2.61187,5.19408,3.89068,0,0,3.15559,0.53705,0,0,0,0,0,0,0,0,1.53137,1.25199,0,0,0,0,0,0,0,0,0,0,0,1.02423,1.3959,0.99152,1.1978,1.44281,1.74254,0.59372,0.8308,0.46499,0,2.14114,1.77289,2.15129,2.10691,4.47255,2.69257,1.54424,1.25316,4.33521,1.68474,1.57077,1.77686,1.31191,2.80451,1.63514,1.41404,0,0,6.86869,1.02225,0.94783,0.23224,0,0,0,0,0,0,0,0,0,0,0.62757,0,0,0,0,0.00046,0,0.89961,0.7931,1.40261,0.88975,0.75853,0.98227,0.47893,0.95502,3.34306,1.59634,1.01494,1.41125,1.09207,0.56757,0.61357,0.26006,1.08338,1.35523,1.26015,0.56627,1.56008,1.12324,0,0,0,0,0,0,0.00073,0,0.54714,1.13104,1.37369,0.4655,0,1.24192,0,0,0,0,0,0,0.6351,1.62586,0.79671,0.5664,0.13649,0,0.60053,0,0,0,0,0,0
"Fretibacterium fastidiosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0.00108,0,0,0,0,0,0,0,0.00153,0.00408,0.0054,0,0.00133,0.00381,0,0,0,0,0,0,0,0,0.00128,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus rogosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17434,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0,0,0.04071,0,0,0,0.11876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698,0,0.089,0,0,0.0438,0,0,0,0,0.23651,0,0.66101,0,0.20224,0.00071,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01516,0,0,0,0,0,0,0,0.00361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
