"","O2_UC1_0","O2_UC1_2","O2_UC11_0","O2_UC11_2","O2_UC12_0","O2_UC12_2","O2_UC13_0","O2_UC13_2","O2_UC14_0","O2_UC14_2","O2_UC16_0","O2_UC16_2","O2_UC17_0","O2_UC17_2","O2_UC18_0","O2_UC18_2","O2_UC19_0","O2_UC19_2","O2_UC2_0","O2_UC2_2","O2_UC20_0","O2_UC20_2","O2_UC21_0","O2_UC21_2","O2_UC22_0","O2_UC22_2","O2_UC23_0","O2_UC23_2","O2_UC24_0","O2_UC24_2","O2_UC26_0","O2_UC26_2","O2_UC27_0","O2_UC27_2","O2_UC29_0","O2_UC29_2","O2_UC3_0","O2_UC3_2","O2_UC30_0","O2_UC30_2","O2_UC31_0","O2_UC31_2","O2_UC32_0","O2_UC32_2","O2_UC34_0","O2_UC34_2","O2_UC35_0","O2_UC35_2","O2_UC36_2","O2_UC37_0","O2_UC37_2","O2_UC38_0","O2_UC38_2","O2_UC4_0","O2_UC4_2","O2_UC40_0","O2_UC40_2","O2_UC41_0","O2_UC41_2","O2_UC43_0","O2_UC43_2","O2_UC44_0","O2_UC44_2","O2_UC46_0","O2_UC46_2","O2_UC47_0","O2_UC47_2","O2_UC48_0","O2_UC48_2","O2_UC5_0","O2_UC5_2","O2_UC9_0","O2_UC9_2","V1_CD1_0","V1_CD10_0","V1_CD12_0","V1_CD15_0","V1_CD15_3","V1_CD17_0","V1_CD17_4","V1_CD18_0","V1_CD18_3","V1_CD20_4","V1_CD21_0","V1_CD21_4","V1_CD25_0","V1_CD25_4","V1_CD35_0","V1_CD35_1","V1_CD41_0","V1_CD6_0","V1_CD6_4","V1_CD7_0","V1_CD7_4","V1_UC1_0","V1_UC10_0","V1_UC10_2","V1_UC11_0","V1_UC11_5","V1_UC12_0","V1_UC12_4","V1_UC13_0","V1_UC13_3","V1_UC14_0","V1_UC14_1","V1_UC15_0","V1_UC15_3","V1_UC17_0","V1_UC17_2","V1_UC2_0","V1_UC2_4","V1_UC21_0","V1_UC21_4","V1_UC23_0","V1_UC23_1","V1_UC25_0","V1_UC25_1","V1_UC26_0","V1_UC26_4","V1_UC3_0","V1_UC3_2","V1_UC31_0","V1_UC31_4","V1_UC35_0","V1_UC35_4","V1_UC38_0","V1_UC39_0","V1_UC4_0","V1_UC4_5","V1_UC40_0","V1_UC45_0","V1_UC47_0","V1_UC49_0","V1_UC49_1","V1_UC5_0","V1_UC5_3","V1_UC50_1","V1_UC51_0","V1_UC51_4","V1_UC52_0","V1_UC52_1","V1_UC53_0","V1_UC53_4","V1_UC54_0","V1_UC55_0","V1_UC55_4","V1_UC56_0","V1_UC58_0"
"Flavonifractor plautii",0,0.01227,0.02464,0.07436,0.21797,0.08404,0,0,0,0.0247,0,0,0.03392,0.26285,0.03825,0.0098,0.07339,0.64967,0,0.07287,0.02758,0.04262,0,0.04127,0,0.0991,0.26863,0.04491,0,0.00967,0.11062,0.15482,0.13056,0.04971,0,0.01165,0.02809,0.38874,0.01592,0.01441,0.00184,0.03151,0.16504,0.32052,0.00275,0.23157,0.02186,0.00866,0.11247,0.17188,0.26383,0.02534,0.02953,0,0.01241,0.00222,0,0.00546,0.15956,0.02871,0.00133,0,0,0.20364,0.47096,0.07072,0.26771,0.62433,0.35196,0.71809,0.09134,0.08666,0.10025,0.06653,0,0.2807,0.61069,0.52987,0.11188,0.38585,1.2128,0.01905,0.36948,0.90756,0.4855,0.26048,1.00853,0.34986,1.25406,0.02251,0,0.24849,0.95066,2.77185,0.09575,0,0.0052,0.60123,0.91523,0.03242,0.03353,0.51486,1.05602,0,0.877,0.07001,0.48555,0,0.35356,0.10694,0.79652,0,0.00804,0.03006,0.01516,0.0613,1.3333,0.1569,0.17354,0.02236,0.02916,0.08848,0.2286,0.9274,0.67718,0.4127,0.29914,0.01582,0.24604,0,0.07632,0.02784,0.30144,0.16613,0.07322,0.09632,0.00365,0.31484,0.15273,0.07548,0.20639,0.06182,0.00385,0.32057,0.63546,0.60057,0,0.17391
"Enterocloster lavalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04583,0,0,0,0,0,0,0,0,0,0,0,0,0.0567,0.01252,0,0,0,0,0,0,0,0,0,0.00331,0,0,0,0,0,0,0,0.00837,0,0,0,0,0.00171,0,0,0,0.0025,0,0,0,0,0.01361,0.0038,0,0,0.00566,0.00325,0,0,0.01134,0.01495,0,0,0,0,0,0.01077,0.01927,0,0,0.01672,0.07027,0.49701,0.00979,0.03887,0,0,0,0,0.01027,0.05032,0,0.00655,0,0,0.28208,0.23246,0,0,0.03595,0.06659,0,0.03656,0,0.0179,0,0,0.01698,0.00905,0,0.02471,0,0,0,0.09595,0,0,0,0,0.00966,0.01203,0.05412,0.00607,0,0,0,0,0,0,0.0016,0.00512,0.05403,0,0.00932,0.02384,0.00812,0,0,0.01214,0.00382,0,0.03354,0.00762,0.00849,0,0.00198
"Lachnoclostridium sp. An131",0,0,0,0.00024,0,0,0,0,0,0.01637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609,0,0,0,0,0,0,0,0,0,0.02093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.00062,0,0,0,0,0,0.04196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0.01794,0,0,0,0,0,0,0.0246,0,0.30866,0.00508,0,0,0,0,0,0,0,0.24434,0.0271,0,0,0,0,0.03695,0.09388,0.08774,0,0,0,0,0.03272,0,0,0,0.00122,0.03667,0.34443,0,0,0,0,0,0,0,0.04026,0.02399,0,0
"Enterocloster clostridioformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05566,0.03973,0,0,0,0,0,0,0,0,0,0,0,0,0.08175,0.01886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17786,2.24329,0.43863,0.3441,0.97088,0.76604,0.84556,4.35547,0.24364,0.24344,1.44277,0.12809,0.09992,2.22008,5.43816,0,0,0.0058,1.07553,1.039,0,0,0,0,0,0,0,0,0,0,1.39205,0,0,0,0,0,0,0,0,0,0,0,0.11699,0,0,0,0,0.02281,0.0242,0.009,0,0,0.02208,0,0,0,0,0,0.03152,0.03665,0.0024,0.00745,0.29446,0,0,0,0,0,0,0,0.00215,0.01646,0,0
"Paraprevotella clara",0,0,0,0,0,0,0,0.00793,0,0,0,0,0.00267,0.00979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406,0.00776,0.04173,0.08355,0.07393,0.06765,0,0,0,0,0.00819,0.04457,0,0,0.01353,0.02639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01041,0,0,0,0.02586,0.04021,0,0,0,0.00379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0.02817,0,0,0,0,0.14325,0.06427,0,0,0.04304,0.07281,0.12785,0.22146,0,0,0.05337,0.0443,0.00901,0.01256,0,0,0,0,0,0,0.02897,0.02612,0,0.04285,0.00557,0,0,0,0,0,0,0,0,0,0.00788,0.00426,0.02262,0.00133,0.00933,0,0
"[Clostridium] leptum",0,0.00646,0,0,0.04324,0.01105,0,0.0057,0.00909,0.05225,0,0,0,0,0,0,0.10623,0.14504,0.01323,0.01267,0,0.00561,0,0.0514,0,0.00077,0,0.00542,0,0.01427,0,0,0,0,0,0.01506,0.02059,0.00884,0.0253,0.00703,0.08188,0.53023,0.03262,0.07735,0,0,0.0039,0.00293,0,0,0.33827,0.00937,0.00869,0,0.55664,0.018,0.02127,0.00455,0.01014,0,0,0.00242,0.00697,0.00487,0.00222,0.0326,0.19482,0.01637,0,0.0032,0.00207,0.03928,0.01384,0.18776,0,0,0,0,0.12712,0,0,0,0.00602,0,0.06652,0.00026,0.0082,0,0,0,0,0,0.0094,0,0.03133,0,0.00067,0.00018,0.01221,0.03572,0.00543,0.07413,0.03768,0.11832,0.00289,0,0,0,0.01195,0.01319,0.01637,0,0.0104,0,0,0.01406,0.00547,0.01785,0.04524,0,0,0,0,0.01111,0.02202,0,0.80078,0,0,0.1686,0.32831,0.037,0.06025,0.03316,0.01345,0.08419,0.01504,0,0.01284,0.00259,0.02903,0,0,0.01473,0.03086,0.01233,0,0.01624
"Clostridiales bacterium 1_7_47FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05628,0.00511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02947,0.08901,0,0,0,0,0.00444,0.00322,0,0,0,0,0,0,0.05372,0.00533,0,0.0059,0,0,0,0,0,0,0.00614,0,0,0,0.03597,0.00867,0.00532,0,0.00153,0,0.00028,0,0.00208,0,0
"Holdemania filiformis",0,0.01372,0,0,0,0,0,0.01512,0,0,0,0.01631,0,0,0,0,0,0,0.00026,0.00385,0,0,0,0,0,0,0,0,0,0.01139,0,0,0,0,0,0,0.00512,0.00768,0.08042,0.04847,0,0,0,0,0.00256,0,0.02285,0.0099,0,0.09218,0.11863,0.00817,0.01291,0,0,0.01874,0.01645,0,0,0.03814,0,0.01189,0.01945,0,0.04724,0,0,0,0.00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02228,0.00426,0,0,0,0.12921,0,0,0,0,0,0,0.00446,0.04449,0.00246,0.01304,0,0,0,0,0,0,0,0,0.04578,0.07448,0,0,0,0,0,0,0.00449,0.00426,0.0404,0.00899,0,0,0.08457,0.04064,0.01768,0.00514,0.04591,0.01448,0.01151,0.00075,0,0,0.03014
"Gemella sanguinis",0,0,0,0.01122,0,0.00453,0,0.00141,0,0.00673,0,0.00397,0,0.16444,0,0,0,0.00113,0.00104,0,0,0,0,0.00571,0,0,0,0.00774,0,0,0,0,0.01722,0,0,0,0,0,0.02584,0,0.00169,0,0.00577,0.01887,0,0,0.00266,0.00455,0.00319,0,0.00237,0,0,0.22943,0.06029,0.01538,0.0023,0,0,0,0,0.00275,0,0,0,0.00668,0,0.0021,0,0,0.00378,0.05013,0,0,0,0.03661,0,0,0,0.00506,0.00968,0.00115,0,0,0,0,0,0.00454,0.00093,0.00672,0,0,0.00777,0.00719,0,0,0,0.03878,0.00286,0.03065,0.00205,0,0,0,0,0,0.01279,0,0,0,0,0.00973,0,0,0,0.00487,0,0,0.00472,0.09455,0.03489,0.14573,0.02895,0,0,0.03877,0.00317,0.00315,0,0,0,0,0,0,0,0.00817,0,0,0,0,0,0.00203,0.00759,0,0,0,0,0.00124
"Pseudoflavonifractor sp. An184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01215,0.03683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0.00878,0,0.57834,0,0,0,0,0,0,0,0,0.09379,0.08475,0,0,0,0,0.00024,0.03029,0.02517,0,0,0,0.01574,0.01427,0,0,0,0,0.03451,0.28074,0,0,0,0,0,0,0,0,0.00075,0,0
"Eisenbergiella tayi",0,0,0,0.03617,0.02786,0.01107,0,0,0,0.16083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03227,0.00706,0,0,0,0.00783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,6e-04,0.00282,0,0,0.00194,0.01005,0,0,0,0,0,0,0.01587,0.07398,0.01215,3.06399,0.01525,0.03721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0.12546,0,0.33075,0.16815,0,0,0,0,0,0,0,0.0045,0,0,0,0,0.0147,0,0,0.01588,0,0,0,0,0,0.0338,0.05867,0.00053,0,0,0,0,0,0.42775,0,0,0,0,0,0,0.04774,0.00306,0,0.0032,0,0,0.01547,0.05627,0.01005,0.01493,0.00386,0.00493,0.01301,0,0,0,0,0,0,0,0.04415,0.01795,0.07964,0,0.00272
"Eisenbergiella massiliensis",0,0,0,0.00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525,0.00587,0,0,0,0,0.12428,0.02016,0,0,0,0,0,0,0,0.00256,0.0061,0,0,0,0.00112,0,0.17868,0.04081,0,0,0,0,0,0.05176,0,0.02228,0.028,0,0.00851,0,0,0,0,0,0,0,0,0.05674,0.20562,0,0,0.23316,0.0849,0,0,0.00157,0,0,0,0,0,0,0.01839,0.02342,0,0,0,0.0077,0.04956,0,0,0,0,0,0,0.06192,0,0.26895,0.02405,0,0,2.33738,2.58363,0,0,1.09042,0.23282,0,0.11468,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.00161,0.14692,0,0,0,0,0.1411,0.00412,0.06249,0.21607,0.12737,0.00783,0.11711,0.00681,0,0.07057,0.23269,0,0.00864,0.2049,0.05442,0.00709,0.00497,0.00472,0.00359,0,0.16249,0.25963,0.11731,0,0.00886
"Adlercreutzia equolifaciens",0,0.12851,0,0.03656,0,0.00138,0,0,0,0.03441,0,0,0,0,0,0.00832,0,0.00076,0,0.00208,0.00222,0.2041,0,0.0354,0,0.1704,0,0.00071,0,0,0,0,0.03365,0.01187,0.00717,0.03122,0.02274,0.16299,0.16242,0.0945,0.03367,0.06707,0.06617,0.23046,0.00243,0.02324,0.0289,0.00525,0.12167,0,0,0.00444,0.002,0,0.08332,0.10272,0.11007,0.03252,0.04777,0,0,0.00383,0.00589,0.21122,0.05687,0.16066,0.25538,0,0.00309,0.15034,0.06233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0.06402,0,0,0.10735,0,0.05837,0,0,0.0203,0.04376,0.45324,0.05446,0.35822,0.20247,0.25024,0,0.00229,0,0,0,0.24935,0,0.00868,0.1056,0.27565,0,0.18242,0,0.0105,0.09093,0.05735,0.08185,0.00094,0,0,0.0777,0.04593,0.00818,0,0.15196,0.07599,0.08453,0.32763,0.0323,0.02029,0.06783,0.26097,0.51671,0.00701,0.50689,0.0422,0.03637,0.14205,0.06383,0.08399,0,0,0.80152,0.03149,0.5459,0.15381,0.03963
"Bacteroides nordii",0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0.00275,0.00829,0,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432,0.00279,0,0,0,0,0,0,0,0,0.00212,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0,0,0.00097,0,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63047,0.05099,0,0,0.00561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056
"Anaeromassilibacillus sp. An250",0,0,0.09782,0.07133,0,0,0,0.02831,0,0.07865,0,0,0,0,0,0,0,0.03553,0,0,0.02733,0.0115,0,0.03017,0,0,0,0.01149,0.00789,0.19534,0,0,0,0,0,0,0.00687,0,0.04275,0.01315,0.00708,0.00615,0.01446,0.01236,0,0,0,0,0.00431,0.01706,0.01647,0.0046,0.00523,0,0.00692,0,0,0,0,0,0,0.00638,0.02021,0,0,0.02579,0.00789,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0.01842,0,0,0.01855,0.01101,0,0,0,0,0,0,0.00188,0,0,0,0.00335,0.12459,0.01267,0.1538,0,0,0.42721,0.04027,0,0,0.03706,0.07675,0,0,0,0.00158,0,0.00835,0,0,0,0,0.17793,0.12118,0,0,0.00872,0.01767,0.01757,0.07908,0.01557,0.03638,0,0,0.07751,0.01767,0.02126,0.00682,0,0,0.15718,0.09717,0.02629,0.02423,0,0.00036,0,0,0,0,0.0597,0,0.03124
"Enterocloster bolteae",0,0.00302,0,0.00579,0.07358,0,0,0,0,0.04746,0,0,0,0,0,0,1.10827,0.25753,0,0.0061,0,0.00468,0,0,0,0.00458,0,0,0,0,0.09598,0.02725,0,0,0,0,0.02425,0.01149,0,0,0.00313,0.00067,0.00522,0,0,0.03154,0.00207,0,0,0.04696,0.05882,0,0.00284,0,0,0,0,0,0,0.00556,0,0,0,0.04347,0.06921,0.01539,0.30269,0.00403,0.02081,0.00677,0,0.00077,0,0.0993,0.02198,0,0.0645,0,0.07141,0.04969,0,0.24665,0.00067,0.10104,2.73021,0.0486,0.12416,1.85929,0.08712,0,0.02943,0.18404,0.64336,0.12394,0.00789,0,0,0.82736,0.06176,0.00334,0,0.00497,0.01206,0,0.01704,0.13414,0.00667,0.05362,0.02905,0,0.00568,0,0.01142,0,0,0.00654,0.46632,0.00475,0.0192,0,0,0.00128,0,0.11355,0.00177,0.00157,0.01765,0.00478,0.02373,0,0,0,0.03142,0.20691,0.01834,0.00671,0.02759,0.02302,0.00952,0,0,0.00879,0,0.1034,0.00335,0.00859,0,0.00208
"Dielma fastidiosa",0,0.02562,0,0.00978,0.3887,0.0078,0,0,0,0,0,0,0,0,0,0,0,0.01566,0,0,0,0.00616,0,0,0,0.00893,0,0,0,0,0,0,0.09187,0.00822,0,0,0,0,0.00955,0.00865,0,0,0.00487,0.00079,0,0,0.00214,0,0.03266,0.08869,0,0.00662,0.00458,0,0,0,0,0,0,0,0,0,0,0.04765,0.04029,0.02155,0.01545,0.02414,0.03778,0,0,0.00132,0.01303,0.01378,0,0,0,0,0.03708,0.01652,0,0,0.0909,0.03389,0,0.03914,0.10312,0,0,0.00409,0,0.01897,0,0,0.00157,0,0,0.0283,0.03547,0,0,0,0.0102,0,0.05055,0.10819,0.04444,0,0,0.02117,0.01254,0,0.00224,0,0,0.00132,0.24959,0,0.0091,0,0,0.07507,0.04946,0.04357,0.01109,0.02442,0.00967,0,0,0,0.0249,0,0.03364,0.15171,0,0.01422,0.04588,0.07825,0.00889,0.00772,0,0.00138,0,0.07087,0.02005,0.04121,0,0.00197
"Ruminococcaceae bacterium D5",0,0,0,0,0,0,0,0,0,0.04169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02569,0.04667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0.0183,0.00107,0.02694,0,0,0,0,0,0,0.00521,0.09281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01233,0.02858,0,0,0,0,0,0.00396,0.0221,0,0,0,0,0,0,0
"Hungatella hathewayi",0,0,0,0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0.02004,0.03719,0,0.00024,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0.04718,0.02109,0.00168,0.00125,0,0,0,0,0,0,0,0,0,0,0.00944,0.00876,0,0,0.00138,0.00355,0,0,0.00136,0.00531,0,0,0.00188,0,0.00791,0,0,0,0.14434,0.00438,0.01458,1.56771,0.06449,0.01349,0,0,0,0,0.00047,0,0.00418,0.00059,0,0,0.00315,0.06598,0,0,0.16317,0.01752,0,0.06264,0,0,0,0.07024,0.00915,0,0,0,0,0,0,0.05803,0,0,0,0,0,0,0.05114,0.00856,0,0,0.00029,0.00081,0,0,0.00058,0.0035,0.02035,0,0.01978,0,0.0455,0.00021,0.0043,0,0,0,0.01066,0.00122,0.0126,0,0
"Ruminococcaceae bacterium D16",0,0.00667,0.04603,0.04034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473,0,0,0,0,0,0,0,0,0,0.00516,0,0.00379,0,0,0.03749,0.01835,0.01424,0.0437,0,0.03707,0.00411,0,0,0,0.01514,0.00343,0,0.03856,0,0,0.00156,0,0,0.01113,0.00981,0,0.05835,0,0,0,0,0,0,0.00193,0.00043,0,0,0,0,0.0072,0,0.10882,0.01594,0.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0.00511,0.04354,0.12895,0,0,0,0,0,0,0.00778,0.02279,0,0,0,0,0,0,0.01006,0.02322,0,0,0.00619,0,0.00706,0,0.11384,0.09423,0,0.00011,0.21068,0.05161,0,0,0.02556,0.01761,0.03721,0.02621,0.14212,0,0.06229,0.00969,0,0,0,0.00048,0,0,0,0.00912,0,0,0.00078
"Pseudoflavonifractor capillosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0.02459,0,0,0,0,0,0,0,0,0.00754,0,0,0.00265,0.01697,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0.00102,0,0.0052
"Christensenella minuta",0,0,0,0,0,0,0,0,0,0.00508,0,0,0,0,0,0,0,0,0,0.02246,0,0.01953,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0.00975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.00646,0.04308,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0.02649,0.06943,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0.00992,0,0,0,0,0,0,0,0,0.00716,0.0048,0,0.00178,0,0,0.01731,0,0,0.00776,0,0,0,0.00136,0,0,0.01268,0.00533,0,0,0
"Bacteroides sp. CAG:443",0.02297,0.02618,0,0,0,0,0,0,0,0,0,0,0,0,3.72685,0.73474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,11.02266,15.90359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89196,2.76222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05018,0,0,0,0,0,0,0,0.00219,0,0,0,0,0,0,0
"Weissella confusa",0,0,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87641,0.3818,3.3681,0.31364,0,0,0,0,0,0,0,0,0,0.00506,0.00705,0,0,0,0,0.99618,1.78469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11113,0.81592,0,0,0,0.01647,0,0,0.01159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38238,0,0,0.00029,0,0,0,0,0.59803,2.5317,0.63895,1.50395,0,0,0,0,0,0,0
"Coprococcus eutactus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31831,0.91303,0,0,0,0,0,0,0,0,0,0,3.14601,3.07235,0,0,0,0,9.5164,7.00176,0,0.00038,0,0,0,0,0,0,0,0,0,0.0323,0.0045,6.33949,2.7969,11.56932,2.58197,0,0,0.18039,1.24947,0,0,1.22676,0.06423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0.41952,2.20468,0,0,2.62684,8.70165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17774,0,0,0,0,0.00014,0,3.46123,11.00825,2.79874,0,2.85328,0.0028,0,0,0,0
"Clostridium sp. CAG:167",0,0,0,0,0,0,0.20169,0.00289,0.99721,0.40767,0,0,0,0,0,0,0,0,0,0,0,0,0.28718,0.0192,0,0,0,0,0,0,0,0,0.93951,0.65741,0,0,0,0,1.04378,0.11049,0.00367,0.0556,0,0,0,0,0.65612,1.89349,0,0,0.05506,0,0,0.20983,0.29663,0,0,1.03381,0.23406,0,0,0.01651,0,0.2059,0.06029,0,0,0.04135,0.00433,0,0,1.18192,0.20547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04602,0.05143,0,0,0,0,0,0,0,0,0,0,0,0,0.38149,0,3.712,0.89884,0,0,0,0,0,0.01954,0,0,0,0,0,0.0149,0,0,0,0,0.17295,0,0.03444,0,0,0,0,0,0,0.31286,0.92551,0.19986,0,0,0.13752,0.03788,0,0,0
"Streptococcus vestibularis",0,0,0,0.00702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0.00562,0,0,0,0,0.01447,0.00289,0,0,0,0,0.00627,0.03255,0.00961,0,0.00178,0,0,0,0,0.05095,0.11599,0,0,0,0,0,0,0.02414,0.04097,0,0,0,0,0,0,0,0,0,0,0,0.09145,0,0,0,0,0,0.00961,0,0,0,0,0,0,0,0,0,0,0,0.00439,0,0,0,0.00632,0,0,0,0,0.00765,0,0,0,0,0,0,0,0.10717,0.02486,2.0637,0.10951,0,0,0.00342,0,0,0,0.72185,0.01003,0,0,0,0,0.03623,0,0,0.00089,0,0,0,0,0,0,0,0.17006,0,0,0,0,0.00566,0,0,0,0,0,0
"Ligilactobacillus ruminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10692,3.32956,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15932,0.25352,1.60513,0,0,0,0,0,0,2.51655,0.98085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39852,0.10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29592,0,0,0,0,0
