"","CCMD11006829ST-21-0","CCMD12232071ST-21-0","CCMD13071240ST-21-0","CCMD13934959ST-21-0","CCMD14479708ST-21-0","CCMD18872694ST-21-0","CCMD19497912ST-21-0","CCMD23101338ST-21-0","CCMD25511638ST-21-0","CCMD25963797ST-21-0","CCMD26709089ST-21-0","CCMD26925580ST-21-0","CCMD34381688ST-21-0","CCMD35802077ST-21-0","CCMD40701343ST-21-0","CCMD42428553ST-21-0","CCMD45988061ST-21-0","CCMD46222674ST-21-0","CCMD46947453ST-21-0","CCMD48236717ST-21-0","CCMD50071957ST-21-0","CCMD51864103ST-21-0","CCMD60079086ST-21-0","CCMD63399960ST-21-0","CCMD64503764ST-21-0","CCMD64776337ST-21-0","CCMD72895164ST-21-0","CCMD74930188ST-21-0","CCMD79987997ST-21-0","CCMD82866709ST-21-0","CCMD86114146ST-21-0","CCMD86707194ST-21-0","CCMD87156761ST-21-0","CCMD88272491ST-21-0","CCMD90311071ST-21-0","CCMD93344354ST-21-0","CCMD95433940ST-21-0","CCMD96553385ST-21-0","CCMD19168690ST-11-0","CCMD21593359ST-11-0","CCMD21703880ST-11-0","CCMD27463710ST-11-0","CCMD35633353ST-11-0","CCMD42956136ST-11-0","CCMD49461418ST-11-0","CCMD52117727ST-11-0","CCMD52145360ST-11-0","CCMD59583015ST-11-0","CCMD65222621ST-11-0","CCMD65406197ST-11-0","CCMD71242853ST-11-0","CCMD71915439ST-11-0","CCMD72690923ST-11-0","CCMD76222476ST-11-0","CCMD79349503ST-11-0","CCMD89306485ST-11-0","CCMD92404903ST-11-0","CCMD95431029ST-11-0","CCMD95676152ST-11-0","CCMD98531134ST-11-0"
"Bifidobacterium breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21654,0,0,0
"Bacteroides sp. CAG:633",0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio piger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27339,0,0.25588,0,0,0,0,0,0,0,0,0,0.00137,0,0,0.0121,0,0.38148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64862,0,0,0,4.36164,2.34003,0,0,0,0,0,0
"Bacteroides fluxus",0,0,0,0,0,0,4.47999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemanella biformis",0,0,0,0,0,0.07943,0.08743,0.36038,0,0,0,0.00087,0,0,0,0,0,1.7195,0,0,0.01881,0,0,0,0,0,0,0,0,0,0.81013,0,0,0,0,0,0.00471,0,0,0,0.08339,0,0.01821,0.17375,0,0,0,0.16636,0,0,0,0,0.00421,0,0,0.08187,0,0,0,0
"Streptococcus australis",0,0,0,0,0,0,0.30622,0,0.00359,0.0029,0,0,0,0.00683,0.00242,0.00301,0,0,0.00571,0,0,0.01129,0,0,0,0,0.00127,0,0.01002,0,0,0.00961,0,0,0,0,0,0,0,0,0,0,0,0.06945,0,0,0.01011,0,0.00371,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus infantis",0,0,0,0,0,0.00566,0.01609,0.00098,0.00268,0,0,0,0,0,0,0.0064,0,0,0,0,0.00211,0.0027,0,0,0,0,0,0.03044,0,0,0,0.00311,0,0,0,0,0,0.00313,0.01842,0,0,0,0,0.03565,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella infantium",0,0,0,0,0,0.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0.01236,0.00161,0.01333,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0.01396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides sp. CAG:598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25753,0,0,0,0,0,0,0,0,0,0,0.00166,0,0,0,0,0,0,0
"Streptococcus sp. A12",0,0,0,0,0,0.00228,0.0577,0,0.00234,0.00864,0,0,0,0,0.00253,0.00658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994,0,0,0,0,0,0.00781,0,0,0,0.00326,0.00045,0.00875,0,0,0,0,0.00267,0,0,0,0,0,0,0,0,0,0,0
"Veillonella atypica",0,0,0,0,0,0.09789,0.00146,0,0,0,0.00113,0.02101,0.00682,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0.01412,0.00261,0.13456,0,0.00024,0,0,0,0.0012,0,0,0,0.03575,0,0.00036,0.0145,0.0178,0,0.00142,0,0,0,0,0,0,0,0,0,0,0.28021,0,0,0.00049
"Veillonella parvula",0,0,0,0,0,0.00542,0.17173,0,0,0,0.00774,0.00721,0.04486,0,6.52177,0,0,0,0.16659,0,0.0058,0.02452,0,0,0,0,0,0.64308,0.26584,0.06555,0.00401,0,0,0,0,0.01601,7e-04,0.08635,0.07248,0.16808,0,0.11166,0.01565,1.08185,0,0.00764,0.00055,0.25838,0,0,0,0,0,0,0,0,0,0,0.00066,0
"Roseburia sp. CAG:303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43425,0,0.01754,0,0,0,0.45043,0,0.53733,0,0,0,0,0,0,0,0,0,0,0.3414,0,0,0,0.32817,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter sanguinis",0,0,0,0,0,0.00471,0.01303,0,0,0,0,0.00361,0,0,0,0,0,0,0,0.03678,0,0.00122,0,0,0,0.00966,0,0,0,0.1747,0.01224,0,0,0.00045,0.00745,0,0.00066,0,0,0,0.00886,0,0.0044,0.09192,0.01335,0.03285,0.00356,0.02074,0,0,0,0,0,0.79508,0,0,0,0,0,0.00091
"Streptococcus sanguinis",0,0,0,0,0,0.00232,0.02677,0.00318,0.00174,0.00939,0,0,0,0,0,0.0039,0,0,0,0,0,0.0019,0.04885,0,0,0,0,0,0,0,0,0,0,0.06529,0.00294,0,0.00135,0.06665,0.12455,0.18236,0,0.03496,0,0.03763,0,0,0,0.03268,0,0,0,0.15899,0,0,0,0,0,0.02123,0,0.00742
"Haemophilus parainfluenzae",0,0,0,0,0,0.0943,0.04552,0,0,0,0,0,0,0,0,0,0,0,0.00521,0.00783,0.00623,0.00121,0,0,0,0,0,0.06517,0,0,0.01346,0.00169,0.02738,0,0.00318,0,0.003,0.17266,0.14468,0.01128,0.01529,0.02984,0.01346,0.12117,0,0.03057,0.01212,0.0049,0,0,0,0,0,0,0,0.00893,0,0,0,0
"Coprobacter secundus",0,0,0,0,0,0.13543,0,0.16388,0,0.04055,0,0,0,0,0.08588,0.04755,0.01449,0,0.01421,0,0.02276,0,0.07473,0.00258,0,0.04203,0.03426,0,0.8987,0,0,0,0,0,0,0,0,0,0,0,0,0.17557,0.05644,0,0,0,0.00303,0,0,0,0.10249,0,0,0,0.00394,0,0,0.04122,0,0.07818
"Veillonella sp. T11011-6",0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massilimicrobiota timonensis",0,0,0,0,0,0,0,0,0.02092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0.00078,0,0,0,0,0,0.03247,0,0,0,0,0,0,0.00314,0,0,0,0,0,0,0,0
"Pseudoflavonifractor capillosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0,0,0,0.00257,0,0,0.00024,0,0.00434,0.0105,0,0,0,0,0,0,0,0,0.00074,0.00855,0,0.00215,0,0,0,0,0.00147,0,0,0.00614,0.00391,0,0,0,0,0,0.00919,0,0,0,0,0,0,0,0
"Bifidobacterium catenulatum",0,0,0,0,0,0,0,0,0,0,0,0.46439,0,0,0,0,0,1.50928,0,0,0.56233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11459,0,0,0.19501,0,0,0,0.12159,0.06877,0,0,0.2363,0,0,0,0,0.01972,0.1212,0,0
"Bacteroides sp. OM08-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47922,0.03353,0.01073,0.66358,0,0.13483,0,0,0,0,0,0,0,0,0.17105,0,0,0.26577,0,0,0,0,0,0,0,0.00394,0,1.54221,0,0,0,0.37873,0,0,0,0,0,0,0,0,0.00421,0,0,0.01363,0
"Clostridium sp. CAG:253",0,0,0,0,0,0,0,0.02937,0,0,0,0,0,0,0,0,0,0.41862,0,0,0,0,0,0,0,0,0,0,0,0.33261,0,0,0.00822,0,0.1726,0,0,0,0,0,0.00326,0.12238,0,0,0,0,0.00046,0.04938,0,0,0,0,0,0,0.00269,0.0596,0,0.16705,0,0
"Firmicutes bacterium CAG:170",0,0,0,0,0,0,0,0.0149,0,0,0,0,0,0,0,0.1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10675,0,0.01411,0,0,0,0,0,0,0,0.01116,0.23504,0.00736,0,0,0,0.5884,0,0,0,0,0,1.95969,0,0,0,0,0.24486,0.0034,0
"Faecalicoccus pleomorphus",0,0,0,0,0,0,0.58538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20535,0.34954,0,0,0,0,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0.26614
"Flavonifractor sp. An10",0,0,0,0,0,0,0.51765,0,0,0,0,0,0,0,0,0,0,0,0.04769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0.00314
"Paraprevotella clara",0,0,0,0,0,0.05151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02776,0,0,0.00082,0,0.12721,0,0,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0,0.01863,0,0,0,0,0,0,0,0,0.00119,0,0.02965,0,0
"Megamonas funiformis",0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes onderdonkii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82974,0,0.00401,0,0,0,0.08742,0.01366,0,0,0,0,0,0,0,0,0.19036,0,0,0,0,0,0,0,0,0,0,0.82661,0.00904,0,0.02789
"Romboutsia ilealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0,0,0.00032,0,0.00096,0,0,0,0,0,0,0,0,0,0,0.00398,0.00545,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0.00239,0,0,0,0,0,0.00236,0,0,0,0,0,0
"Prevotella intermedia",0,0,0,0,0,2.14372,0,0,0,0,0,0,0,0,0,0,0,0.55938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. CAG:485",0,0,0,0,0,1.27791,0,0,0,0,0,0,0,0,0,3.55457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67693,0
"Prevotella sp. CAG:755",0,0,0,0,0,0.45144,0,0,0,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,1.33913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides sp. OM05-12",0,0,0,0,0,0.30008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola coprophilus",0,0,0,0,0,0.24097,0,0.28014,0.09124,0,0,0,0,0,0.15954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09418,0,0,0,0
"Haemophilus pittmaniae",0,0,0,0,0,0.0952,0,0,0,0,0,0.00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,0.18883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium gonidiaformans",0,0,0,0,0,0.09377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacter formigenes",0,0,0,0,0,0.04345,0,0,0,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04442,0
"Parvimonas sp. KA00067",0,0,0,0,0,0.03603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus faecalis",0,0,0,0,0,0.01301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04724,0,0,0,0,0.00208,0,0,0,0,0,0,0,0,0.00252,0,0,0,0,0,0,0,0,0,0,0,0.16439,0,0,0,0,0.00054,0,0,0,0,0
"Gemella haemolysans",0,0,0,0,0,0.00788,0.00768,0,0,0,0,0,0,0.00285,0.00996,0,0,0,0,0,0.00265,0.00385,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0.00577,0.00565,0,0.03135,0,0,0,0.02138,0,0.00401,0,0.00305,0,0,0,0.00074,0,0,0,0,0,0,0,0
"Carnobacterium divergens",0,0,0,0,0,0.00719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia alvei",0,0,0,0,0,0.00441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02039,0,0,0,0,0,0,0,0,0
"Dialister succinatiphilus",0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0.54882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium animalis",0,0,0,0,0,0.0036,0.23846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09459,0,0,0,0,0,0,0,0,0,0,0.0273,0.01387,0.05834,0,0,0,0.65443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037,0
"Leuconostoc mesenteroides",0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768,0.00782,0,0,0,0,0,0,0,0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae bacterium oral taxon 096",0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus gordonii",0,0,0,0,0,0,0.41887,0,0,0.04143,0,0,0,0,0.00061,0,0,0,0.02398,0.00646,0,0,0,0,0,0,0,0.04963,0.00249,0,0,0,0,0,0,0,0,0.12287,0.30084,0,0,0.43031,0,0.07414,0,0.09691,0.00162,0.00527,0,0,0,0,0,0,0,0.00281,0,0,0,0
"Fructilactobacillus sanfranciscensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04074,0.15696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05737,0,0,0,0,0,0
"Saccharomyces cerevisiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium pullorum",0,0,0,0,0,0,0.97729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. CAG:1092",0,0,0,0,0,0,0.5026,0,0,0,0,0,2.36331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09168,0,0,0,0
"Prevotella sp. CAG:873",0,0,0,0,0,0,0.44078,0,0,0,0,0,0,0,0,0,0.05213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7416,0,0,0,0,0,0,0,0,0,10.85656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera elsdenii",0,0,0,0,0,0,0.14416,0.05875,0,0,0,0,0,0,0,0,0,0,0,1.43798,0,0,0,0,0,0,0,0,0,0,0.03252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium pseudolongum",0,0,0,0,0,0,0.06883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus mutans",0,0,0,0,0,0,0.04057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0.00391,0,0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0.0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01092
"Clostridium sp. CAG:964",0,0,0,0,0,0,0.03845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia sp. 831b",0,0,0,0,0,0,0.03252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium perfringens",0,0,0,0,0,0,0.02316,0,0,0,0,0,0.03277,0,0.05813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus porcorum",0,0,0,0,0,0,0.01788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10272,0,0,0.00727,0,0,0,0,0,0,0,0,0,0,0,0,0.58203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6337,0
"Enterococcus faecium",0,0,0,0,0,0,0.0174,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08747,0,0,0,0,0.00425,0,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0,0
"Mogibacterium timidum",0,0,0,0,0,0,0.01118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23614,0,0,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus sp. HMSC71H05",0,0,0,0,0,0,0.00505,0,0,0,0,0.00516,0,0,0,0,0,0,0.00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01363,0,0.00086,0,0,0,0,0,0,0,0.05619,0.09805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia aeriphila",0,0,0,0,0,0,0.00256,0,0,0,0,0,0,0.00135,0,0,0,0.00416,0,0.00089,0.00248,0.00239,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0.00113,0,0,0,0,0,0,0,0.00103
"Aggregatibacter segnis",0,0,0,0,0,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia sp. An249",0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latilactobacillus curvatus",0,0,0,0,0,0,0.00139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eikenella corrodens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24932,0,0,0,0.01351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0
"Fusobacterium varium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27277,0,0,0,0,0,0,0,0,0,0,0,0.4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium disporicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08735,0,0,0,0,0.27566,0,0,0,0,0,0,0,0.07,0.04638,0.16555,0.00055,0,0,0,0,0,0.01754,0,0,0.37421,0,0,0,0.44724,0.09389,0,0,0.05494,0,0,0,0,0,0,0,0.01802,0,0,0,0
"Clostridium paraputrificum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0.88768,0,0,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0.27389,0,0,0,0.20609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicatella adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus pasteurianus",0,0,0,0,0,0,0,0,0,0,0.04951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01685,0,0,0,0,0,0,0,0,0.07654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter gracilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371,0,0,0,0,0,0.00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04534,0,0.00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia sp. oral taxon 215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera micronuciformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01216,0.00632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium asaccharolyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05188,0,0.10408,0,0,0,0,0,0,0,0,0,1.84937,0,0,0,0,0,0,0
"Firmicutes bacterium CAG:238",0,0,0,0,0,0,0,0.05776,0,0,0,0,0,0,0,0.9609,0.1972,0,0,0,0,0,0,0,0.02239,0,0,0,0,0,0.35028,0,0.00539,0,0,0,0,0,0,0,0.49568,0,0.24655,0,0,0,1.5466,0,0,0,0,0,0,0,0,0.01297,0,0,0,0
"Prevotella timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99785
"Eubacterium sp. OM08-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,0.03961,0,0,0,0,0,0.21445,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0
"Firmicutes bacterium CAG:534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella colorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
